Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,operating status,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Anthropic,"Anthropic conducts AI research and develops AI products, including the Claude AI model family. The company focuses on building AI for human well-being, emphasizing safety in its research, policy work, and product design. Anthropic offers various Claude models, such as Opus and Sonnet, for AI-powered applications and custom experiences, supporting coding and AI agents.",2021,17243877627.0,15,2025-05-16,2500000000.0,San Francisco,California,United States,General Catalyst|Menlo Ventures|Bessemer Venture Partners|Google|Lightspeed Venture Partners,Daniela Amodei|Dario Amodei|Jack Clark|Jared Kaplan|Sam McCandlish|Tom Brown,3000,"""Generative AI for Human-Centric Applications""",https://www.anthropic.com/,https://www.linkedin.com/company/anthropicresearch,Active,7.5,34.6,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Windsurf,"Windsurf offers an AI coding assistant designed to enhance developers' productivity. The platform features an integrated development environment that simplifies coding tasks and streamlines workflows. It supports multiple operating systems, including Mac, Windows, and Linux, making it accessible to a wide range of users.  Windsurf provides a free version for individual developers, while teams can access additional features through an enterprise offering. This flexibility allows users to choose the option that best suits their needs.  By focusing on usability and functionality, Windsurf aims to improve its users' overall coding experience.",2021,243000000.0,4,2024-08-29,150000000.0,Mountain View,California,United States,General Catalyst|Founders Fund|Kleiner Perkins|Greenoaks|Nitesh Banta,Douglas Chen|Varun Mohan,375,"""AI-Powered Developer Productivity Tools""",https://windsurf.com/,https://www.linkedin.com/company/windsurf,Active,4.5,17.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Cyera,"Cyera is a data security company that gives businesses deep context on their data, applying proper, continuous controls to assure cyber-resilience and compliance. Cyera takes a data-centric approach to security across your data landscape, empowering security teams to know where their data is, and what exposes it to risk, and take immediate action to remediate exposures. Backed by leading investors, including Sequoia, Accel, Cyberstarts, and Redpoint Ventures, Cyera is redefining how companies secure data in the cloud.",2021,1304500000.0,6,2025-06-11,540000000.0,New York,New York,United States,Accel|Sequoia Capital|Lightspeed Venture Partners|Sapphire Ventures|Coatue,Tamar Bar-Ilan|Yotam Segev,750,"""Cloud-Based Data Security and Compliance Solutions""",https://www.cyera.com/,https://www.linkedin.com/company/cyera,Active,22.57,15.6,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
OpenEvidence,"OpenEvidence offers an AI-powered platform that organizes and expands medical knowledge for clinicians. It provides real-time, evidence-based answers to medical questions, drawing from peer-reviewed literature and strategic content partnerships with major medical journals. The service aims to assist physicians in making clinical decisions and staying updated with the latest research.",2021,317000000.0,4,2025-07-15,210000000.0,Cambridge,Massachusetts,United States,Sequoia Capital|Thrive Capital|Kleiner Perkins|Coatue|Conviction Partners,Daniel Nadler|Zachary Ziegler,30,"""AI-Driven Clinical Decision Support Systems""",https://www.openevidence.com/,https://www.linkedin.com/company/openevidence,Active,1.8,11.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Lubega Geoffrey,Arts and entertainment,2021,8000000.0,1,2025-01-23,8000000.0,New York,New York,United States,NFX|GTMfund|Era Ventures|1Sharpe Ventures|Jake Seid,Frances Bryant|Jian Wei Gan|Lubega Geoffrey|Paul Kim|Shaival Shah,375,"""AI-Enhanced Arts and Entertainment Experience Platform""",https://www.zackmantech256.com/,https://www.linkedin.com/company/glubega67,Active,8.0,18.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Character.ai,"Character.ai provides open-ended conversational applications in which users create characters and converse with them. The company aims to create dialogue agents with a broad range of uses in entertainment, instruction, general question-answering, and other areas. The business specializes in neural language models, which can be used as tools for creativity, idea generation, language learning, and a variety of other tasks. Users can access dialogue agents that are propelled by in-house technology.",2021,150080000.0,2,2023-03-23,150000000.0,Menlo Park,California,United States,Andreessen Horowitz|SV Angel|A.Capital Ventures|Paul Buchheit|Nat Friedman,Daniel De Freitas|Noam Shazeer,75,"""Conversational AI Character Creation and Interaction Platform""",https://character.ai/,https://www.linkedin.com/company/character-ai,Active,4.5,21.0,4.0,20,growth,0.85,4.5,4.0,1.5,4.0
Tennr,"Tennr is a healthcare AI startup that optimizes healthcare operations by automating back-office tasks. The company leverages AI technology to replace traditional faxing systems and streamline communication processes in healthcare, ensuring patients receive timely care.",2021,161000000.0,5,2025-06-18,101000000.0,New York,New York,United States,Andreessen Horowitz|Y Combinator|IVP|Lightspeed Venture Partners|Foundation Capital,Diego Baugh|Trey Holterman|Tyler Johnson,75,"""AI-Driven Healthcare Operations Automation Solutions""",https://www.tennr.com/,https://www.linkedin.com/company/tennrai,Active,12.6,38.2,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Slide Insurance,"SlideCompany is an insurance company that leverages cutting-edge technology, artificial intelligence, and a large dataset to provide homeowners with personalized, flexible, and seamless home insurance coverage. The company's platform and portfolio are designed to deliver high-performance outcomes through data-driven underwriting and a focus on enhancing the customer experience.",2021,770000000.0,5,2025-05-14,250000000.0,Tampa,Florida,United States,TampaBay.Ventures|Regions Bank|Gries Investment Funds,Bruce Lucas|Shannon Lucas,375,"""AI-Driven Home Insurance Solutions""",https://www.slideinsurance.com/,https://www.linkedin.com/company/slideinsurance,Active,2.74,32.56,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Two Platforms,"TWO is a tech company that aims to redefine Human-AI Interaction through its proprietary multilingual and cost-efficient language models called SUTRA, and its own solutions and services powered by it.",2021,20000000.0,1,2022-02-22,20000000.0,Campbell,California,United States,Reliance Jio|Naver,Abhijit Bendale,30,"""Multilingual AI Language Model Solutions Provider""",https://two.ai/,https://www.linkedin.com/company/2wo,Active,3.5,33.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Twelve Labs,"TwelveLabs offers a video intelligence platform that allows enterprises, researchers, and developers to search, analyze, and derive insights from large video libraries using AI-driven, multimodal models. Their Marengo model generates embeddings that support any-to-any retrieval across text, speech, visuals, and audio, while Pegasus handles video-to-text generation for tasks like Q&A, summarization, and captions. The platform is accessible via APIs and an interactive Playground, with flexible usage-based pricing and free initial indexing. The company also emphasizes research-driven development, with its team contributing to competitive AI challenges and academic publications alongside deploying its foundation models into customer workflows.",2021,107120000.0,7,2025-06-09,,San Francisco,California,United States,Index Ventures|New Enterprise Associates|Techstars|Radical Ventures|HubSpot Ventures,Aiden Lee|Dave Chung|Jae Lee|SJ Kim|Soyoung Lee,30,"""AI-Driven Video Intelligence and Analytics Platform""",http://twelvelabs.io/,https://www.linkedin.com/company/twelvelabs,Active,3.5,23.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Luma AI,"Luma AI is a generative AI startup that enables users to transform text descriptions into corresponding 3D models. Luma AI aims to empower individuals to effortlessly capture and immerse themselves in a realistic 3D representation of the world. The mission is to catalyze a significant advancement in how we share memories, explore products, and navigate online spaces. The goal is to propel photos and videos into the realm of mixed-reality, shaping the way we experience a three-dimensional future.",2021,157300000.0,4,2024-12-06,90000000.0,Palo Alto,California,United States,General Catalyst|Andreessen Horowitz|NVIDIA|South Park Commons|Amazon,Alberto Taiuti|Amit Jain,30,"""Generative AI for 3D Model Creation and Visualization""",https://lumalabs.ai/,https://www.linkedin.com/company/luma-ai,Active,0.15,23.0,3.8,20,growth,0.85,4.2,3.7,0.8,3.9
ClickHouse,"ClickHouse is an open-source column-oriented database management system that focuses on real-time analytical reporting. It enables users to execute complex SQL queries efficiently, making it suitable for applications that require fast data processing and analysis. The system is particularly effective for big data environments, allowing organizations to manage and analyze large volumes of information seamlessly. ClickHouse supports various data ingestion methods and offers features that facilitate data warehousing and observability. Its architecture is designed to optimize performance and scalability, catering to the needs of sales teams and data analysts seeking actionable insights from their data.",2021,750000000.0,5,2025-05-29,350000000.0,Palo Alto,California,United States,Khosla Ventures|Bessemer Venture Partners|Bond|Lightspeed Venture Partners|Nebius Group,Aaron Katz|Alexey Milovidov|Yury Izrailevsky,375,"""Real-Time Big Data Analytics Database Solutions""",https://clickhouse.com/,https://www.linkedin.com/company/clickhouseinc,Active,11.3,12.4,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Seekr,"Seekr is a privately held Artificial Intelligence (AI) company that provides safe, trustworthy, and transparent AI software solutions to enterprise and government customers. Seekr offers an end-to-end enterprise AI platform with comprehensive AI-ready data preparation, content analysis capabilities, and a toolset to build domain-specific Large Language Models (LLMs) and Agentic AI solutions powered by their data. Seekr models are optimized for various enterprise use cases and run on all leading cloud and hardware providers.",2021,164303012.0,4,2025-06-17,17303012.0,Reston,Virginia,United States,AMD Ventures|Danu Venture Group,Pat Condo,175,"""Enterprise AI Solutions for Data-Driven Decision Making""",https://seekr.com/,https://www.linkedin.com/company/seekrtechnologies,Active,15.8,23.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Insomnia Labs,"Insomnia Labs delivers end-to-end blockchain solutions focused on loyalty, data integrity, digital interoperability, and IP tokenization. The company provides a Loyalty+ platform enabling organizations to deploy customizable, points-based reward systems across physical, digital, and virtual channels. Its Data Integrity SDK ensures verifiable, tamper-proof transaction and content records using on-chain proofs. Insomnia Labs also offers interoperable digital solutions that integrate legacy infrastructures, web2 systems, and blockchain environments for seamless operations. Additionally, the firm supports IP and asset tokenization through smart frameworks that manage minting, rights, royalties, and secondary market dynamics. Custom development services are available via Studio packages, Starter, Growth, and Enterprise—to support smart contract creation, front-end and back-end development, UI/UX design, and full blockchain product deployments.",2021,14200000.0,2,2025-07-09,12000000.0,New York,New York,United States,Intrinsic Capital|Kamui Finance|Polygon|Eden Ventures|HBJ Investments,Billy Huang|Jack Cameron|Samuel Ko,30,"""Blockchain-Based Loyalty and Tokenization Solutions""",https://www.insomnialabs.io/,https://www.linkedin.com/company/insomnia-labs,Active,4.59,10.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Halcyon,"Halcyon is a cybersecurity business that develops tools to protect enterprise clients from ransomware. It also offers layered ransomware protection that combines pre-execution detection, behavioral modeling, and deception techniques.",2021,190000000.0,5,2024-11-25,100000000.0,Austin,Texas,United States,Founders Fund|Cisco Investments|Bain Capital Ventures|Dropbox Ventures|Harmony Partners,Jon Miller|Ryan Smith,175,"""Ransomware Protection Solutions for Enterprises""",http://www.halcyon.ai/,https://www.linkedin.com/company/halcyonai,Active,17.36,16.3,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Chai,"Chai, a social AI platform.",2021,55000000.0,4,2025-07-02,47000000.0,Palo Alto,California,United States,CoreWeave|AMD|Charlie Songhurst|Siqi Chen|Ken Howery,William Beauchamp,30,"""Social AI Engagement and Interaction Platform""",https://chai-research.com/,https://www.linkedin.com/company/chai-research/,Active,1.0,28.7,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Jasper,"Jasper is a global Enterprise AI marketing company with offices in the US, Australia and France. Jasper’s platform enables the world's most innovative companies to reimagine their end-to-end marketing workflows, driving increased brand consistency, efficiency and personalization at scale. Jasper has been recognized as ""one of America's fastest-growing private companies"" by Inc. 5000. Learn more at jasper.ai.",2021,131000000.0,6,2022-10-18,125000000.0,San Francisco,California,United States,Y Combinator|Insight Partners|Bessemer Venture Partners|IVP|STV,Chris Hull|Dave Rogenmoser|John Philip Morgan,175,"""AI-Driven Marketing Automation Solutions""",https://www.jasper.ai/,https://www.linkedin.com/company/heyjasperai,Active,4.79,12.9,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Collate,"Collate utilizes AI agents to help data teams organize their data efficiently and improve its quality. The platform automates governance processes, making data management simpler and more effective for organizations. Collate's data intelligence platform automates processes and fosters collaboration among data teams. It enhances the virtuous cycle through AI tailored for data teams, allowing them to provide the necessary data for AI preparedness. Collate's integrated suite of automated workflows and collaborative workspaces forms a cohesive solution based on the open-source foundation of the rapidly expanding OpenMetadata project.",2021,10000000.0,1,2025-07-15,10000000.0,Menlo Park,California,United States,Venrock|Unusual Ventures|Karman Ventures,Sriharsha Chintalapani|Suresh Srinivas,30,"""AI-Driven Data Governance and Management Solutions""",https://www.getcollate.io/,https://www.linkedin.com/company/collateinc,Active,0.081,42.1,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Predibase,"Predibase provides a low-code, declarative platform for training, fine-tuning, and serving open-source machine learning models. It supports workflows from structured data to multimodal content using frameworks like LoRAX and Turbo LoRA, enabling deployment on serverless managed or private cloud infrastructure. The company’s tools include reinforcement fine-tuning (RFT), pretrained LLM libraries, and a data-science copilot that offers real-time guidance to developers.",2021,28450000.0,2,2023-05-31,12200000.0,San Francisco,California,United States,Felicis|Greylock|Sancus Ventures|Factory|Varun Badhwar,Devvret Rishi|Piero Molino|Travis Addair,30,"""Low-Code Machine Learning Model Deployment Platform""",https://predibase.com/,https://www.linkedin.com/company/predibase,Active,10.5,23.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Ainnova Tech,"Health tech based in Houston, Texas and with offices in Costa Rica and Mexico. Its purpose is to create the future of early disease detection in an accessible way, using its AI platforms with the retina as a new vital sign, for the early detection of diabetic retinopathy, cardiovascular risk, early Alzheimer's and now its new retinal imaging device that is a game changer in the market.  The company has been recognized by Forbes as one of the 30 promising companies of 2024 in Latam, recognized as the best health tech startup at the Florida International Medical Expo and nominated for innovative company of the year by the Arab health 2024 and Dubai. It also has Boston Scientific as a partner and ally in its new spin-off company for cardiovascular risk detection in retinal images.",2021,10125000.0,4,2024-12-08,8000000.0,Houston,Texas,United States,Fuel|PioneerCrest Ventures,Dr. Lihteh Wu|Rodrigo Herrera|Rodrigo Herrera|Vinicio Vargas,5,"""AI-Driven Early Disease Detection Health Technology""",https://www.ainnovatech.com/,https://www.linkedin.com/company/ainnovatech/,Active,1.0,35.8,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
AIM,"AIM = AI autonomy platform for heavy machinery Scalable earthmoving is not optional. It’s required for our civilization to flourish. Critical materials like copper, iron ore, lithium are in short supply and dangerous to mine. One billion people live less than 10 meters above rising oceans, 1 in 6 people live in areas with significant wildfire risk, 43% of critical infrastructure is in disrepair and will cost $2.6T to fix, and pollution from the Manhattan Project is still being cleaned up with a $300B invoice, food production must increase 60% to feed 2050 population, it will take 757 years to remove mines in Ukraine with traditional methods. What do these problems have in common? One, our civilization does not have a feasible way to address challenges of this magnitude. Two, earthmoving is a key part of the solution. Our commercially deployed autonomy product runs a wide range of existing earthmoving machinery (new, older, large, small, any brand). As a result, our customers run their operations at maximum throughput and safety. The AIM platform unlocks tremendous value across mining, construction, and defense. AIM has been built by world-class engineers who developed cutting-edge products Google, Waymo, Tesla & SpaceX. We bring deep expertise in autonomy, robotics, hardware, and advanced AI deployed at scale.",2021,91069962.0,3,2025-06-10,50000000.0,Bellevue,Washington,United States,General Catalyst|Khosla Ventures|Human Capital|MANTIS Venture Capital|Liquid 2 Ventures,Adam Sadilek|Robert Kotlaba,30,"""Autonomous Earthmoving Solutions for Heavy Machinery""",https://aim.vision/,https://www.linkedin.com/company/aim-intelligent-machines,Active,10.02,12.5,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Vermillio,"Vermillio is an AI platform that allows content creators to style, own, and tracks their digital creations. The company's tools generate content that is authenticated using its proprietary blockchain technology which determines ownership. Vermillio was founded by Dan Neely and is based in Chicago, Illinois.",2021,16000000.0,1,2025-03-03,16000000.0,Chicago,Illinois,United States,Sony Music Entertainment|DNS Capital,Dan Neely|Maria Richer|Ryan McHale,30,"""Blockchain-Enabled AI Content Creation Platform""",https://vermill.io/,https://www.linkedin.com/company/vermillio,Active,0.23,24.06,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Metafide,"Metafide offers global, always-on competitions amongst humans and AI to predict future asset prices and values. The company combines these signals from their for-profit, risk-on games, and integrates this high value signal into market navigable and executable positions for their hedge fund partners.  Fintech, AI, Gamified trading and execution.",2021,3275000.0,2,2025-07-01,3275000.0,Miami,Florida,United States,Stephen Burnazian|Lax Pichappan|John Tuminello|Hern Kim|Blockchain Founders Fund,Becky Wang|Frank Bolella|Frank Speiser|Gunnar Link|Kevin Odongo|Matthew Cross,30,"""AI-Driven Gamified Trading and Asset Prediction Platform""",https://metafide.io/,https://www.linkedin.com/company/metafide,Active,7.5,18.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Reality Defender,"Reality Defender detects deepfakes and AI-generated media to help mitigate the risks associated with manipulated content.  The platform is designed to detect dangerous AI-generated content across various formats, including audio, video, images, and text, ensuring proactive management of digital media. With a patented multimodal approach, the company detects advanced impersonations in real time and offers flexible deployment options that integrate smoothly into existing infrastructure.",2021,48504000.0,7,2025-04-03,,New York,New York,United States,Y Combinator|Booz Allen Ventures|BNY|Pioneer Fund|Accenture,Ali Shahriyari|Ben Colman|Gaurav Bharaj,30,"""AI-Driven Deepfake Detection and Media Integrity Solutions""",https://realitydefender.com/,https://www.linkedin.com/company/reality-defender,Active,0.5,41.5,4.2,25,growth,0.85,4.5,4.0,0.3,4.0
SchoolAI,"SchoolAI is a classroom with AI-powered tools that helps schools embrace AI tech for students, teachers, and school leaders. The company aims to magnify the humanity in every school, creating tighter relationships between teachers, students, school leaders, and the local community and help schools with professional development to adopt AI to supercharge teachers in their classrooms, empower students for an AI-driven world, and give everyone in the building a more personal experience. Its headquarters is located in Lehi, Utah.",2021,25000000.0,2,2025-04-02,25000000.0,Lehi,Utah,United States,Insight Partners|The General Partnership|NextView Ventures|Peterson Ventures|Graph Ventures,Caleb Hicks,5,"""AI-Enhanced Educational Technology Solutions for Schools""",https://schoolai.com/,https://www.linkedin.com/company/getschoolai,Active,1.8,36.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Yoodli,"Yoodli is an AI-enabled platform that provides feedback on its users' communication skills. It helps users practice and improve their communication skills without the pressure of an audience. Users can utilize Yoodli to practice various forms of communication, including presentations, challenging conversations, and job interviews, making it a versatile tool for personal and professional development.",2021,20700000.0,3,2025-05-21,13700000.0,Seattle,Washington,United States,Madrona|Ascend|Allen Institute for Artificial Intelligence|AI2 Incubator|J4.Ventures,Esha Joshi|Varun Puri,30,"""AI-Driven Communication Skills Development Platform""",https://www.yoodli.ai/,https://www.linkedin.com/company/yoodli,Active,1.0,20.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Galileo,"Galileo.ai is an AI platform that provides services for developing, testing, monitoring, and securing their AI applications.",2021,68100000.0,3,2024-10-15,45000000.0,San Francisco,California,United States,SentinelOne|Battery Ventures|FPV Ventures|Scale Venture Partners|Walden Catalyst,Atindriyo Sanyal|Vikram Chatterji|Yash Sheth,175,"""AI Application Development and Security Platform""",https://www.galileo.ai/,https://www.linkedin.com/company/run-galileo,Active,11.0,18.6,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
