Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,operating status,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
CoreWeave,"CoreWeave provides a cloud infrastructure platform to support compute-intensive workloads across blockchain, artificial intelligence, visual effects, and related applications. The platform provides access to GPU resources tailored to varying model complexities and production requirements.  Its infrastructure enables users to accelerate workflows through a GPU cloud system, allowing for the design of custom compute environments and adaptation to performance requirements.",2017,17179700000.0,16,2025-07-22,1750000000.0,Livingston,New Jersey,United States,Citi|BlackRock|NVIDIA|Deutsche Bank|La Caisse,Brannin McBee|Brian Venturo|Michael Intrator|Peter Salanki,750,"""GPU Cloud Infrastructure for AI and Compute Workloads""",https://www.coreweave.com/,https://www.linkedin.com/company/coreweave,Active,3.5,22.0,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Clay,"Clay offers a platform that equips growth and sales teams with enriched customer data and automated workflows. It integrates over 100 data sources, such as first‑party, intent, and third‑party enrichment, enabling users to conduct deep research on ideal customer profiles. The platform supports AI‑driven research agents, personalized copywriting, and automated outreach, allowing individuals to execute complex go‑to‑market campaigns without extensive team coordination. Additionally, Clay features tools like email and headcount finders, CRM integrations, and a Creators program that empowers users to share content and earn credits.",2017,102000000.0,5,2025-06-13,,New York,New York,United States,Sequoia Capital|BoxGroup|First Round Capital|Builders VC|boldstart ventures,Kareem Amin|Nicolae Rusan|Varun Anand,175,"""AI-Driven Sales Enablement and Customer Data Platform""",https://clay.com/,https://www.linkedin.com/company/clay-run,Active,1.2,15.0,3.5,20,unknown,0.85,4.0,3.5,0.8,3.8
Clarity AI,"Clarity AI is a sustainability technology platform that uses machine learning and big data to deliver environmental and social insights to investors and organizations. As of December 2021, Clarity AI’s platform analyzes more than 30,000 companies, 135,000 funds, 198 countries and 187 local governments, and delivers data and analytics for investing, corporate research and reporting. Clarity AI has offices in the US and Europe. Clarity AI’s client network manages trillions in assets under management.",2017,79977205.0,6,2021-12-02,50000000.0,New York,New York,United States,BlackRock|Founders Fund|Fifth Wall|SoftBank Vision Fund|Alma Mundi Ventures,Rebeca Minguela,375,"""Sustainability Analytics for Investment Decision-Making""",https://clarity.ai/,https://www.linkedin.com/company/clarity-ai,Active,3.5,20.0,3.8,20,growth,0.85,4.2,3.7,1.5,3.9
Ellipsis Health,"Sage provides 24/7 support and simplified healthcare navigation, guiding patients through complex healthcare processes with empathetic conversation.",2017,75021105.0,4,2025-06-12,45000000.0,San Francisco,California,United States,Gaingels|Khosla Ventures|Alumni Ventures|Greycroft|Salesforce,Dr. Michael Aratow|Mainul I|Mainul Mondal|Susan Solinsky,75,"""AI-Driven Healthcare Navigation and Support Solutions""",http://www.ellipsishealth.com/,https://www.linkedin.com/company/ellipsis-health,Active,1.2,36.7,3.5,25,growth,0.85,4.0,3.5,0.5,3.8
EliseAI,"EliseAI is an AI company developing a conversational platform for business automation. The platform tracks and instantly responds to new inquiries, schedules viewings, and consistently follows up with each and every prospect to make sure no lead is lost. Its virtual leasing assistant for rental housing helps real estate management companies of all sizes provide exceptional customer service, maximize revenue, and enable apartment managers to reduce property management costs.",2017,141928985.0,5,2024-08-14,75000000.0,New York,New York,United States,Sapphire Ventures|Navitas Capital|Ground Up Ventures|Point72 Ventures|DivcoWest,Minna Song|Stoyan Stoyanov,175,"""AI-Driven Real Estate Customer Engagement Solutions""",http://www.eliseai.com/,https://www.linkedin.com/company/eliseai,Active,0.4,12.0,3.5,15,unknown,0.85,3.8,3.2,0.3,3.5
Aisera,"Aisera is a leading provider of Generative AI Solutions that helps enterprises boost revenue, improve user productivity, lower operating expenses and create magical user experiences. Aisera’s products are AiseraGPT, AI Copilot, AI Search and AiseraLLMs which are built on the AI Experience (AIX) platform that serve as an enterprise Generative AI stack for organizations to buy or build solutions. Aisera solutions deliver human-like interactions while providing contextually rich conversations that boost workforce productivity. Aisera’s AIX platform with pre-trained domain-specific LLMs are customizable to customer data, such that enterprises can get better accuracy, lower hallucinations and increased resolution rates.  Aisera offers these domain-specific LLMs across a wide range, including: IT, HR, Finance, Sales, Marketing, Customer Service, Life Sciences, Healthcare, Financial Services, and Retail.  Aisera compliments these offers with action bots that are built-in and customized AI workflows through a Visual studio to take actions and improve business process automation. Organizations can unlock human potential to save millions of operations costs, enhance productivity by 80%, and achieve 75% auto-resolution rates – all while reducing support costs by 80%.  Aisera is an award-winning, top-tier VC-funded startup headquartered in Palo Alto, CA, recognized as a leader in multiple industry analyst reports. For a Demo, solution architecture, free enterprise AI and automation assessment of your organization’s effectiveness and to learn how your team can benefit from drastic cost savings with Aisera, please contact info@aisera.com.",2017,164499999.0,4,2022-08-03,90000000.0,Palo Alto,California,United States,Norwest Venture Partners|Menlo Ventures|Khosla Ventures|Thoma Bravo|Goldman Sachs,Christos Tryfonas|Muddu Sudhakar,375,"""Generative AI Solutions for Enterprise Productivity Enhancement""",https://aisera.com/,https://www.linkedin.com/company/aisera/,Active,0.2,32.5,2.5,15,unknown,0.85,2.8,2.5,0.15,2.7
Biobot Analytics,"Biobot is the pioneer and market leader in wastewater epidemiology intelligence with a mission to deliver population-level health insights across various infectious diseases and high risk substances. Customers include federal, state and local governments, pharmaceutical companies, universities, and more. Founded at MIT in 2017, Biobot's vision is that healthcare intelligence is inclusive and proactive.",2017,41398737.0,10,2025-06-06,13400000.0,Cambridge,Massachusetts,United States,Valor Equity Partners|Y Combinator|Pioneer Fund|Liquid 2 Ventures|DCVC,Mariana Matus|Newsha Ghaeli,30,"""Wastewater Epidemiology and Health Analytics Solutions""",http://www.biobot.io/,https://www.linkedin.com/company/biobot-analytics,Active,5.0,12.5,3.5,15,unknown,0.85,3.8,3.5,0.3,3.7
Core Scientific,"Core Scientific is a blockchain, artificial intelligence hosting, transaction processing, and application development company. The company provides blockchain infrastructure, digital asset self-mining, and hosting services. The company also provides hosting solutions for digital asset mining and blockchain applications. The company specializes in in-house management and monitoring solutions that combine hosting with data analytics for alerting, monitoring, and management.",2017,1557900000.0,11,2024-12-03,550000000.0,Dover,Delaware,United States,Celsius Network|Bitmain|B. Riley Financial|Obsidian Investment Partners,Darin Feinstein|Jim Benedetto|Mike Levitt,375,"""Blockchain Infrastructure and AI Hosting Solutions""",https://corescientific.com/,https://www.linkedin.com/company/corescientific,Active,6.0,48.4,3.5,25,growth,0.85,4.5,4.0,2.1,4.0
Rain AI,"Rain AI is a semiconductor company specializing in developing energy-efficient hardware for artificial intelligence (AI) applications. Rain AI focuses on creating neuromorphic chips inspired by the human brain's architecture. The company's hardware is designed to be more energy-efficient than traditional AI processors, addressing the growing demand for sustainable computing solutions.  Rain AI's technology is adaptable across various AI applications, from data centers to edge devices, facilitating widespread adoption.",2017,40230020.0,8,2024-05-26,8100000.0,Redwood City,California,United States,Y Combinator|Gaingels|Airbus Ventures|Pioneer Fund|Buckley Ventures,Gordon Wilson|Jack Kendall|Juan Nino,30,"""Energy-Efficient AI Hardware for Neuromorphic Computing""",http://rain.ai/,https://www.linkedin.com/company/rain-artificial-intelligence,Active,0.028,51.19,3.8,25,growth,0.85,4.2,3.8,0.15,3.9
Zilliz,"Zilliz is a leading provider of open-source and commercial vector database technologies. Headquartered in San Francisco, the company is backed by prominent investors, including Aramco's Prosperity7 Ventures, Temasek's Pavilion Capital, and Hillhouse Capital. Milvus, Zilliz's open-source project, is the world's most widely adopted vector database, boasting over 33,000 GitHub stars, trusted by 10,000+ enterprises, and exceeding 100 million downloads and deployments. Zilliz also offers a fully managed, multi-cloud vector database service powered by Milvus, supporting major cloud platforms like AWS, GCP, and Azure, and available across 20+ countries and regions. Driven by a vision to empower organizations to transform unstructured data into AI-driven insights and innovation, Zilliz enables global enterprises—including Nvidia, PayPal, AT&T, Walmart, Salesforce, and IBM—to develop cutting-edge AI applications. These span diverse use cases such as retrieval-augmented generation (RAG), LLM training, image retrieval, video intelligence, recommendation systems, targeted advertising, customized search, autonomous driving, fraud detection, cybersecurity, drug discovery, and more. Learn more at zilliz.com or follow @zilliz_universe.",2017,113000000.0,4,2022-08-24,60000000.0,Redwood City,California,United States,Hillhouse Investment|Trustbridge Partners|Pavilion Capital|Green Pine Capital Partners|5Y Capital,Charles Xie,175,"""Vector Database Solutions for AI and Machine Learning""",https://zilliz.com/,https://www.linkedin.com/company/zilliz/,Active,0.15,22.0,2.5,10,unknown,0.85,3.5,3.0,0.15,2.8
