Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Skydio,https://www.crunchbase.com/organization/skydio,"Artificial Intelligence (AI), Drone Management, Drones, Machine Learning, Robotics","San Mateo, California, United States",2014-01-01,year,740000000,USD,740000000,"Skydio uses artificial intelligence to create flying drones that are used by consumer, enterprise, and government customers.",318,,270,9,2024-11-15,170000000,USD,170000000,740000000,USD,740000000,"Andreessen Horowitz, Accel, NVIDIA, IVP, Playground Global",5,21,3,"Abraham Bachrach, Adam Bry, Matt Donahoe",501-1000,"Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Science and Engineering, Software",,,Active,For Profit,https://www.skydio.com,https://twitter.com/SkydioHQ,https://www.facebook.com/SkydioHQ,https://www.linkedin.com/company/skydio,"Skydio is a drone manufacturer that uses artificial intelligence to create flying drones that are used by consumers, enterprises, and government customers. It develops AI-powered drones to deliver the power and flying cameras without the complexity. The company's drones use an array of cameras and proprietary computer vision technology to recognize, avoid objects in real-time, and predict into the future to make intelligent decisions, enabling users by flying themselves through the most demanding tasks or keeping them safe from obstacles when they want to take control. The company's debut drone, the R1, could track a target and film them while avoiding obstacles without any human intervention required. Then the company released the Skydio 2 in 2019, its second drone, cutting off more than half the price while improving it its autonomous tracking and video capabilities. Its flagship product, the X2, is equipped with seven cameras, 100x zoom, night vision, and promises to turn ordinary users into expert pilots thanks to its self-piloting abilities. It is backed by top investors and strategic partners including Andreessen Horowitz, Linse Capital, Next47, IVP, Playground, NVIDIA, and UP.Partners."
Insilico Medicine,https://www.crunchbase.com/organization/insilico-medicine,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical","Cambridge, Massachusetts, United States",2014-01-01,year,624300000,USD,624300000,Insilico Medicine develops an AI platform for drug development to treat cancer and age-related diseases.,472,,409,13,2025-03-13,123000000,USD,123000000,523100000,USD,523100000,"HSG, B Capital, Qiming Venture Partners, Eli Lilly, Warburg Pincus",9,41,1,Alex Zhavoronkov,251-500,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",,,Active,For Profit,http://www.insilico.com,http://twitter.com/InsilicoMeds,https://www.facebook.com/insilicomedicine,https://www.linkedin.com/company/in-silico-medicine-inc,"Insilico Medicine develops an AI platform for drug development to treat cancer and age-related diseases. It pioneered the applications of the generative adversarial networks (GANs), reinforcement learning, transfer learning, and meta-learning for the generation of novel molecular structures for the diseases with known and unknown targets, and, unlike the other companies in the field, is developing the end-to-end pipeline covering every step of drug discovery, clinical trials analysis, and digital medicine. Insilico Medicine is pursuing internal drug discovery programs in cancer, dermatological diseases, fibrosis, Parkinson's Disease, Alzheimer's Disease, ALS, diabetes, sarcopenia, and aging. Through a partnership with Life Extension, the company launched a range of nutraceutical products, which were compounded using advanced bioinformatics techniques and deep learning approaches. It also provides a range of consumer-facing applications including Young.AI."
Arrive AI,https://www.crunchbase.com/organization/dronedek,"Artificial Intelligence (AI), Delivery, Drones, Information Technology, Logistics, Robotics, Transportation","Indianapolis, Indiana, United States",2014-02-04,day,49658719,USD,49658719,Arrive AI is a smart Mailbox-as-a-Service infrastructure and platform for autonomous delivery networks.,632,,549,9,2025-05-22,40000000,USD,40000000,7958719,USD,7958719,"Streeterville Capital, Indiana Economic Development Corporation, Meyer Global",2,3,1,Dan O’Toole,11-50,"Administrative Services, Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.arriveai.com/,https://twitter.com/DRONEDEK_Corp,https://www.facebook.com/Dronedek,https://www.linkedin.com/company/dronedek,"Arrive AI is a smart Mailbox-as-a-Service infrastructure and platform for autonomous delivery networks. Arrive specializes in safe cross-docking technology, enabling the smooth movement of goods and supplies between people, robots, and drones. Arrive offers clients in the medical operations, healthcare, and large retail industries solutions. Arrive assists companies in optimizing their delivery networks and launching autonomous delivery networks (ADNs). Its solutions allow for the safe and smooth transfer of packages and goods between people, robots, and drones at many points within a network. Today, fortune 500 logistics and eCommerce companies are actively testing drone delivery as developments are accelerating in the marketplace from DOT’s 2017 drone pilot programs as well as the FAA issuance in 2019 and 2020 of Part 135 authorities to Google, UPS, and most recently Amazon."
Ocrolus,https://www.crunchbase.com/organization/ocrolus,"Artificial Intelligence (AI), Banking, Credit, Financial Services, FinTech, Mortgage","New York, New York, United States",2014-01-01,year,126966386,USD,126966386,Ocrolus is an AI-powered data and analytics platform that enables faster and more accurate financial decision-making.,951,,833,6,2021-09-22,80000000,USD,80000000,123666386,USD,123666386,"Mubadala, QED Investors, Cross River Bank, Oak HC/FT, Stage 2 Capital",6,35,3,"John Guerci, Sam Bobley, Victoria Meakin",501-1000,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Real Estate, Science and Engineering, Software",,,Active,For Profit,https://www.ocrolus.com/,,,https://www.linkedin.com/company/ocrolus,"Ocrolus is an AI-powered data and analytics platform that enables financial institutions to make faster, more accurate decisions. We automate underwriting workflows across small business, mortgage, and consumer lending, delivering a best-in-class solution for analyzing financial documents. Our platform classifies documents, extracts key data, detects fraud, and delivers comprehensive cash flow and income analysis—all with exceptional precision and reliability. With Ocrolus, lenders can streamline the borrower experience, scale operations efficiently, and manage risk with greater confidence."
Rokid,https://www.crunchbase.com/organization/rokid,"Artificial Intelligence (AI), Augmented Reality, Human Computer Interaction, Robotics","Redwood City, California, United States",2014-01-01,year,643886285,USD,643886285,Rokid specializes in augmented reality and artificial intelligence with primary focus on AR glasses and voice interaction technology.,"1,001",,872,12,2024-09-30,100000000,CNY,14248871,642886285,USD,642886285,"Temasek Holdings, Walden International, Vision Plus Capital, Bilibili, IDG Capital",10,19,2,"Eric Wong, Mingming Zhu",101-250,"Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Science and Engineering, Software",,,Active,For Profit,http://rokid.ai,https://twitter.com/rokidinc,https://www.facebook.com/RokidStore,https://www.linkedin.com/company/rokid-inc,"Rokid is a Chinese technology company specializing in artificial intelligence (AI) and robotics. Rokid is known for developing and manufacturing smart devices, including AI-powered smart speakers and smart glasses. One of Rokid's notable products is the Rokid Glass, a pair of augmented reality smart glasses that incorporate AI capabilities for applications such as facial recognition, language translation, and voice control. These glasses are designed to provide users with an enhanced and interactive experience by overlaying digital information onto the physical world."
Zoox,https://www.crunchbase.com/organization/zoox,"Artificial Intelligence (AI), Autonomous Vehicles, Machine Learning, Robotics, Transportation","Foster City, California, United States",2014-07-29,day,1005000000,USD,1005000000,Zoox is an AI robotics company that provides mobility-as-a-service and self-driving car services.,"1,355",,"1,183",5,2019-10-21,200000000,USD,200000000,805000000,USD,805000000,"Lux Capital, Blackbird Ventures, IDG Capital, Employee Stock Option Fund, Threshold",5,13,2,"Jesse Levinson, Tim Kentley Klay",1001-5000,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",,,Active,For Profit,https://www.zoox.com/,https://x.com/zoox,https://www.facebook.com/zooxlife/,https://www.linkedin.com/company/zoox-inc/,"Zoox is a California based robotics company founded by Tim Kentley-Klay and Dr. Jesse Levinson to create autonomous mobility. Operating at the intersection of design, computer science, and electro-mechanical engineering, Zoox is a multidisciplinary team working to imagine and build an advanced mobility experience that will support the future needs of urban mobility for both people and the environment."
Cyberhaven,https://www.crunchbase.com/organization/cyberhaven,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Information Technology, Network Security, Security","Palo Alto, California, United States",2014-01-01,year,236500000,USD,236500000,"Cyberhaven is an AI-powered data security company focused on detecting and preventing data loss, insider threats, and protecting cloud data.","1,519",,"1,330",5,2025-04-02,100000000,USD,100000000,236500000,USD,236500000,"Khosla Ventures, StepStone Group, Adams Street Partners, Vertex Ventures, Forgepoint Capital",7,21,5,"Cristian Zamfir, George Candea, Radu Banabic, Vitaly Chipounov, Volodymyr Kuznetsov",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://www.cyberhaven.com,https://twitter.com/CyberhavenInc,https://www.facebook.com/CyberhavenInc,https://www.linkedin.com/company/cyberhaven,"Cyberhaven is the data security company revolutionizing how companies protect their important information from theft and misuse.Security products only recognized and protected a limited range of data types because they relied on finding patterns in the content itself. Data tracing technology analyzes billions of events surrounding every piece of data to better understand and classify it, allowing for the protection of a broader range of sensitive data in any form, anywhere it goes."
Crayon,https://www.crunchbase.com/organization/crayon-2,"Analytics, Artificial Intelligence (AI), Business Development, Business Intelligence, Machine Learning, Marketing, SaaS, Software","Boston, Massachusetts, United States",2014-01-01,year,38100000,USD,38100000,Competitive intelligence platform that enables businesses to see and seize opportunities & create sustainable advantages in their markets,"1,531",,"1,340",6,2021-05-04,22000000,USD,22000000,38100000,USD,38100000,"Gaingels, BoxGroup, Founder Collective, Bedrock, Baird Capital",5,37,2,"John Osborne, Jonah Lopin",101-250,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Sales and Marketing, Science and Engineering, Software",,,Active,For Profit,http://www.crayon.co,http://twitter.com/crayon,https://www.facebook.com/crayondotco,https://www.linkedin.com/company/crayon-co,"Crayon is the competitive intelligence backbone that enables mid-market and enterprise businesses to see and seize opportunities and create sustainable advantages in their markets. Hundreds of organizations use Crayon to capture sharp insights that can be easily accessed and acted on to drive broad, measurable and meaningful impact. Crayon was founded in 2014 and is headquartered in Boston, Massachusetts."
Avaamo,https://www.crunchbase.com/organization/avaamo,"Artificial Intelligence (AI), Enterprise Software, Machine Learning, Software, Virtual Assistant","Los Altos, California, United States",2014-01-01,year,30500000,USD,30500000,Avaamo is a deep learning Virtual Assistant Platform for the enterprise.,"1,597",,"1,398",6,2022-01-01,,,,23500000,USD,23500000,"Alchemist Accelerator, LIQUiDITY Group, Wipro Ventures, WI Harper Group, Intel Capital",5,14,2,"Ram Menon, Sriram Chakravarthy",101-250,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://avaamo.ai,http://twitter.com/avaamohq,http://www.facebook.com/Avaamo,http://www.linkedin.com/company/3721956,"Avaamo is a deep-learning software company that specializes in conversational interfaces to solve specific, high impact problems in the enterprise. Avaamo is building fundamental AI technology across a broad area of neural networks, speech synthesis and deep learning to make conversational computing for the enterprise a reality. "
ON,https://www.crunchbase.com/organization/gameon-2,"Artificial Intelligence (AI), Software, Software Engineering","San Francisco, California, United States",2014-01-01,year,81000000,USD,81000000,ON is an enterprise AI platform trusted for consumer engagement by brands in retail and sports.,"2,000",,"1,753",10,2023-12-06,25000000,USD,25000000,70500000,USD,70500000,"Mighty Capital, Liquid 2 Ventures, GreatPoint Ventures, Diverse Angels, Quest Venture Partners",7,42,3,"Alex Beckman, Kalin Stanojev, Nate Simmons",51-100,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,,Active,For Profit,https://www.onplatform.com/,https://x.com/TheONplatform,,https://www.linkedin.com/company/on-platform/,"ON is a software company that offers a conversational AI platform that enhances customer engagement and supports business objectives. The company integrates seamlessly with CRMs, e-commerce systems, and other tools through a low-code approach, enabling businesses to implement generative AI-driven chat experiences efficiently."
