Organization Name,Organization Name URL,Industries,Headquarters Location,Founded Date,Founded Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Description,CB Rank (Organization),Stage,CB Rank (Company),Number of Funding Rounds,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Founders,Founders,Number of Employees,Industry Groups,School Type,School Program,Operating Status,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description
Glean,https://www.crunchbase.com/organization/scio-technologies,"Artificial Intelligence (AI), Enterprise Software, Generative AI, Machine Learning, Search Engine","Palo Alto, California, United States",2019-01-01,year,768200000,USD,768200000,Glean develops an AI-based search engine software that connects enterprise data and generates answers to improve workplace efficiency.,8,,7,6,2025-06-10,150000000,USD,150000000,768200000,USD,768200000,"General Catalyst, Citi, Khosla Ventures, Sequoia Capital, Craft Ventures",7,29,6,"Arvind Jain, Piyush Prahladka, Prafful Goel, Sharvanath Pathak, Tony Gentilcore, TR Vishwanath",501-1000,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",,,Active,For Profit,https://www.glean.com,https://x.com/glean,https://www.facebook.com/GleanWork,https://www.linkedin.com/company/gleanwork,"Glean develops an AI-based search engine software that connects enterprise data and generates answers through a tool in any company. It provides an AI assistant and enterprise search platform called Workplace Search that connects to internal data sources to help employees find information and answer questions.  The platform uses advanced search, retrieval, augmented generation, and large language models to generate personalized answers grounded in."
Cowbell,https://www.crunchbase.com/organization/cowbell-cyber-inc,"Artificial Intelligence (AI), FinTech, Insurance, InsurTech, Risk Management","Pleasanton, California, United States",2019-01-03,day,208300000,USD,208300000,"Cowbell provides cyber insurance for small and medium-sized businesses, as well as upmarket businesses using AI-driven risk assessment.",107,,88,5,2024-07-26,60000000,USD,60000000,208300000,USD,208300000,"Anthemis, Permira, Viola FinTech, Nyca Partners, PruVen Capital",5,16,4,"Jack Kudale, Prab Reddy, Rajeev Gupta, Trent Cooksley",101-250,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://cowbell.insure,https://twitter.com/CowbellCyber,http://facebook.com/cowbellcyber,https://www.linkedin.com/company/cowbell-cyber,"Cowbell is a pioneer of Adaptive Cyber Insurance, leading the way in providing small and medium-sized enterprises (SMEs) with coverage adaptable to today's and tomorrow's threats and the advanced warning of cyber risk exposures. With its unique AI-based approach to risk selection and pricing, Cowbell's continuous underwriting platform, powered by Cowbell Factors, compresses the insurance process from submission to issue in less than 5 minutes. Backed by 25 prominent global (re)insurance partners, Cowbell serves SMEs across 50 U.S. states, the District of Columbia, and the United Kingdom, assessing businesses with revenues up to $1B globally. Founded in 2019, Cowbell is based in the San Francisco Bay Area and has employees across the U.S., Canada, India, and the U.K."
Beeline,https://www.crunchbase.com/organization/beeline-a036,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Mortgage, Personal Finance","Providence, Rhode Island, United States",2019-01-01,year,14675003,USD,14675003,Beeline is a developer of a digital home loan lending platform intended to simplify the process of financing.,196,,164,4,2025-06-30,6500000,USD,6500000,14675003,USD,14675003,"Atalaya Capital, Ellington Financial, Pipeline Capital, Cavalry Fund",1,4,5,"Greg Ellis, Jay Stockwell, Jess Kennedy, Nick Liuzza, Peter Gonzalez",51-100,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Real Estate, Science and Engineering, Software",,,Active,For Profit,https://makeabeeline.com/,https://twitter.com/beelineloans/,https://www.facebook.com/beelineloans/,https://www.linkedin.com/company/beelineloans/,"Beeline is a developer of a digital home loan lending platform intended to simplify the process of financing.The company uses both artificial intelligence and personal ""Loan Guides"" to cut down the timing during the home lending process, providing home-buyers and refinancers a solution for more transparency and ease."
Horizon3.ai,https://www.crunchbase.com/organization/horizon3-ai,"Artificial Intelligence (AI), Cyber Security, Enterprise Software, Machine Learning, Network Security","San Francisco, California, United States",2019-10-11,day,178500000,USD,178500000,Horizon3.ai offers an autonomous penetration testing platform that helps organizations proactively find and fix security vulnerabilities.,476,,411,5,2025-05-22,100000000,USD,100000000,178500000,USD,178500000,"Craft Ventures, New Enterprise Associates, SignalFire, Ridge Ventures, 9Yards Capital",3,5,2,"Anthony Pillitiere, Snehal Antani",101-250,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",,,Active,For Profit,https://www.horizon3.ai,https://twitter.com/Horizon3ai,https://www.facebook.com/Horizon3ai,https://www.linkedin.com/company/horizon3ai,"Horizon3.ai is a cybersecurity company specializing in autonomous penetration testing and vulnerability management. Its flagship platform, NodeZero™, enables organizations to continuously assess their attack surfaces by simulating real-world attack scenarios. NodeZero identifies exploitable vulnerabilities, misconfigurations, and weak credentials across on-premises, cloud, and hybrid environments, providing actionable insights for remediation. The platform operates without the need for persistent or credentialed agents, allowing safe deployment in production environments. It offers features such as NodeZero Kubernetes Pentesting for containerized workloads, NodeZero Tripwires™ for early threat detection, and NodeZero Insights for comprehensive risk analysis. Horizon3.ai collaborates with partners like Tech Mahindra and FedHIVE to extend its services to global enterprises and government agencies, supporting compliance with standards like FedRAMP High."
EvenUp,https://www.crunchbase.com/organization/evenup,"Artificial Intelligence (AI), FinTech, Legal Tech, Software","San Francisco, California, United States",2019-01-01,year,220500000,USD,220500000,EvenUp is a legal tech company developing cloud and AI-based legal case management solutions.,701,,612,5,2024-10-08,135000000,USD,135000000,220500000,USD,220500000,"Tribe Capital, Bessemer Venture Partners, Lightspeed Venture Partners, B Capital, Clio",6,19,3,"Rami Karabibar, Raymond Mieszaniec, Saam Mashhad",251-500,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.evenuplaw.com,https://x.com/evenuplaw,https://www.facebook.com/EvenUpLaw,https://www.linkedin.com/company/evenup,"EvenUp is a legal tech company that develops cloud and AI-based legal case management solutions for personal injury AI and document generation. Its ligation cost software values personal injury claims and automates aspects of personal injury legal practices. The company utilizes its Claims Intelligence Platform™, which is powered by extensive data records, to enhance performance throughout various stages of legal cases."
Cyble,https://www.crunchbase.com/organization/cyble,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Risk Management, Software","Cupertino, California, United States",2019-01-01,year,44807000,USD,44807000,"Cyble is a leading AI-powered threat intelligence company offering comprehensive coverage of adversaries, exposure, weaknesses, and targets.",750,,656,11,2023-11-14,6200000,USD,6200000,44807000,USD,44807000,"Y Combinator, Blackbird Ventures, VentureSouq, King River Capital, Cendana Capital",5,14,2,"Beenu Arora, Manish Chachada",251-500,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://cyble.com,https://twitter.com/cybleglobal,https://www.facebook.com/cybleau,https://www.linkedin.com/company/cyble-global,"Cyble provides the fastest and most comprehensive coverage across adversaries, infrastructure, exposure, weaknesses, and targets. Cyble empowers governments and enterprises to safeguard their citizens and infrastructure by providing critical intelligence in a timely manner and enabling rapid detection, prioritization, and remediation of security threats through its advanced capabilities for data analysis, expert insights, and automated processes Headquartered in Cupertino, California, with offices in Australia, Malaysia, Singapore, Dubai, Saudi Arabia, and India, Cyble has a global presence. To learn more about Cyble, visit www.cyble.com. w: cyble.com / getodin.com / thecyberexpress.com / amibreached.com"
Pepper,https://www.crunchbase.com/organization/pepper-e9f3,"Artificial Intelligence (AI), E-Commerce, Food and Beverage, Restaurants, Wholesale","New York, New York, United States",2019-01-01,year,60000000,USD,60000000,"Pepper is an eCommerce platform for food distributors, convenience stores, and other marketplaces.",866,,761,5,2024-05-13,30000000,USD,30000000,60000000,USD,60000000,"Gaingels, BoxGroup, Index Ventures, ICONIQ Growth, Bossa Invest",3,12,3,"Bowie Cheung, Chetan Narain, Ivana Tesanovic",101-250,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Food and Beverage, Science and Engineering, Software",,,Active,For Profit,https://www.usepepper.com/,https://twitter.com/PepperEcommerce,https://www.facebook.com/usepepperpro,https://www.linkedin.com/company/usepepper/,"Pepper is an eCommerce platform for food distributors, convenience stores, and other marketplaces. The company's eCommerce platform, which features a suite of AI-powered tools for the distributor sales rep and customers to grow their market share, enables food distributors to find new customers, deepen relationships, grow revenue, and run more efficiently."
Hayden AI,https://www.crunchbase.com/organization/hayden-technologies-331a,"Analytics, Artificial Intelligence (AI), Big Data, Computer Vision, Geospatial, Machine Learning","San Francisco, California, United States",2019-01-01,year,193407912,USD,193407912,Automated Traffic Enforcement Platform,942,,825,9,2024-07-10,90000000,USD,90000000,168800000,USD,168800000,"Alumni Ventures, FJ Labs, Autotech Ventures, Foothill Ventures, Global Brain Corporation",6,23,4,"Bo Shen, Chris Carson, Michael Byrne, Vaibhav Ghadiok",101-250,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software",,,Active,For Profit,http://www.hayden.ai,https://x.com/haydenaitech,,https://www.linkedin.com/company/haydenaitech,"Hayden AI’s mission is to develop cutting-edge artificial intelligence and machine learning technologies that enable the automated enforcement of bus lanes and stops—accelerating public transit, improving street safety, and advancing a more sustainable urban future."
Castellum.AI,https://www.crunchbase.com/organization/castellum-ai,"Analytics, Artificial Intelligence (AI), Compliance, SaaS, Software","New York, New York, United States",2019-09-01,month,12876543,USD,12876543,Castellum.AI offers an AI-enabled compliance platform focusing on automated AML/KYC and transaction screening for financial institutions.,"1,021",,890,3,2025-07-08,8500000,USD,8500000,12876543,USD,12876543,"Framework Venture Partners, Newfund, Curql, Spider Capital, Remarkable Ventures",2,8,2,"Julian Vasilkoski, Peter Piatetsky",11-50,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",,,Active,For Profit,https://www.Castellum.AI/,https://twitter.com/CastellumAI,,https://www.linkedin.com/company/castellum-ai/,"Castellum.AI is a developer of a compliance database platform to provide financial crime compliance. The company provides a financial crimes compliance platform with in-house risk data, AML/KYC screening, and AI agents. Used by community banks, sponsor banks, crypto exchanges, and financial services firms, Castellum.AI enables compliance teams to scale their operations while maintaining precision, accountability, and oversight."
Kraftful,https://www.crunchbase.com/organization/kraftful,"Analytics, Apps, Artificial Intelligence (AI), Enterprise Software, Internet, Product Management, Product Research, Software","San Francisco, California, United States",2019-01-01,year,3150000,USD,3150000,Kraftful provides business owners with an AI analysis of customer feedback to learn what they need and how to improve the product.,"1,117",,975,4,2022-02-08,2000000,USD,2000000,3150000,USD,3150000,"Y Combinator, Samsung NEXT, Leadout Capital, Diverse Angels, f7 Ventures",1,11,2,"Nicky Leach, Yana Welinder",1-10,"Apps, Artificial Intelligence (AI), Data and Analytics, Design, Internet Services, Other, Science and Engineering, Software",,,Active,For Profit,https://www.kraftful.com,https://twitter.com/GetKraftful,https://www.facebook.com/Kraftful,https://www.linkedin.com/company/kraftful,Kraftful provides business owners with an AI analysis of customer feedback to learn what they need and how to improve the product.
